me and David in Yosemite	Me and David hiking the trail to Vernal Fall in Yosemite National Park. We're standing in front of the waterfall, soaked from the mist. August 2021.	Beach vacation in Mexico 2022	Ski trip with friends in Colorado	Hiking in Zion National Park with my family	Baking chocolate chip cookies with my daughter, Emily, on a rainy Sunday afternoon.	Carving pumpkins with the kids, Mia and Leo, at the kitchen table for Halloween 2023.	Photo of me looking exhausted but happy, wearing my medal just after crossing the finish line at the Chicago Marathon, October 2023.	Leo's first steps in the living room, May 20, 2023.
that work gala in December	Receiving the 'Employee of the Year' award at the company gala, December 2023.	team lunch at the Italian restaurant	company picnic summer 2023	presenting the quarterly report in the conference room	Video of baby Leo's first steps in the living room, March 15, 2023.	Sarah and Tom's wedding ceremony at Willow Creek Vineyard, October 15, 2022. The weather was perfect.	Me and Sarah hiking the Inca Trail to Machu Picchu, Peru, May 2022.	Our cat, Mittens, sleeping in a tiny cardboard box she squeezed into.
Finishing the nursery decorations	Me covered in blue paint after finishing the nursery mural before Liam was born.	Painting the fence in the backyard	Liam's baby shower photos	The finger-painting the kids did	Team-building event at the company offsite retreat in the mountains, October 2023.	My family having Thanksgiving dinner at Grandma's house, November 2022.	Front row at the Taylor Swift concert with Jess and Maria, MetLife Stadium, August 2024.	Our cat, Jasper, curled up sleeping on my laptop on a rainy Tuesday afternoon. October 2023.
Show me pictures from the BBQ at Grandpa's last month	Our first family barbecue of the summer at Grandpa's house, June 2024.	Thanksgiving dinner at Grandma's house	Family beach trip last summer	4th of July fireworks photos	Video of the cherry blossoms in full bloom at the park, with petals falling in the wind. Spring 2020.	Our cat, Mittens, sleeping in a cardboard box that was too small for her, January 2025.	My wife Emily and I in front of the Eiffel Tower during our Paris trip, September 2023.	Our cat Mittens sleeping in a cardboard box that was way too small for her, hilarious photo from this afternoon.
family game night from this year	Playing the board game Catan with my family on a game night, February 2024.	playing video games with my brother	family movie night watching Star Wars	doing a puzzle on the dining room table	My wedding anniversary dinner with Alex at 'The French Laundry', November 5th, 2024.	Me and Sarah eating gelato in front of the Colosseum, Rome, Italy, July 2023.	Audio clip of me practicing 'Blackbird' by The Beatles on my acoustic guitar in my bedroom, Tuesday evening.	New Year's Eve 2024 party at Chloe's apartment with the whole friend group.
Our son taking his first steps.	Baby Leo's first steps in the living room, March 5th, 2024.	Leo's first birthday party photos.	Videos of Anna learning to walk.	Leo crawling in the kitchen.	Emily's first day of Kindergarten, August 28, 2023. Posing on the front porch with her new backpack.	Sarah and Mark's wedding ceremony at the botanical gardens, June 15, 2022.	Finished painting the nursery blue. Finally ready for the baby! August 2023.	Seeing The Lumineers in concert at Red Rocks Amphitheatre with Jess, June 2024. Amazing light show.
That anniversary trip we took last spring	Me and David in front of the Eiffel Tower during our anniversary trip to Paris, spring 2023.	Our family trip to Rome	Pictures from inside the Louvre museum	David's business trip to London	Me and Sarah posing for a photo in front of the Colosseum in Rome, Italy, during our trip last summer (July 2023).	Playing board games with David and Chloe at our apartment game night, last winter.	The kids carving pumpkins on the back porch for Halloween last year.	View from the top of Mount Beacon after a long hike with David and Emily, sunny day in Summer 2023.
That 'if it fits, I sits' picture of our cat	Our cat, Mittens, sleeping in a tiny cardboard box that's way too small for her. A funny moment from a lazy Sunday afternoon.	Our dog sleeping on the couch	Mittens playing with her toy mouse	The cat hiding under the bed	Sunday morning, making pancakes with my daughter, Chloe, in the kitchen.	Group photo with my college friends Mark, Dave, and Chloe at the Golden Gate Bridge during our San Francisco reunion trip, May 2023.	Our cat, Daisy, curled up asleep in a sunbeam on the new blue armchair. So peaceful. March 2024.	Me crossing the finish line at the city marathon, October 2023. It was raining.
The moment we said 'I do'	Sarah and Mike's wedding ceremony at the beach in Maui, Hawaii, June 15, 2022.	Our honeymoon in Bali	Photos from Sarah's bachelorette party	Mike's proposal at the restaurant	Our cat, Mittens, curled up sleeping in a cardboard box by the window, winter 2022.	Me, Sarah, and Ben hiking to see the waterfall at Zion National Park, July 2023.	My first attempt at making sourdough bread, the loaf came out a bit burnt. Kitchen, January 2024.	Standing in front of the Eiffel Tower during our family trip to Paris, France, September 2023.
Photos of me running last year	My first time running a 10k race, 'City Run 2023', crossing the finish line.	Training for the marathon	My first day at the new gym	Watching my brother run his race	My team after we won the company hackathon. Project 'Helios', November 2022.	Maria and David's wedding reception at The Grand Hall, October 12, 2022.	A video of the waterfall at Yosemite National Park during our family road trip, July 2022.	Hiking with Alex and Sarah in Yosemite National Park, posing by the big waterfall, summer 2023.
Vacation with Maria in May 2023	Me and Maria in front of the Eiffel Tower during our Paris trip, May 2023.	Trip to Rome with David	Pictures of the Statue of Liberty	Maria's wedding photos	Making homemade pizza with my dad in the kitchen on a rainy Saturday.	Video of baby Leo taking his first steps in the living room, November 15, 2023.	The whole family together for Thanksgiving dinner at Grandma's house, November 2022.	The kids, Leo and Mia, having an epic pillow fight in their bedroom on a rainy Saturday afternoon.
Kids carving pumpkins last Halloween	The kids, Jack and Emily, carving pumpkins and getting messy on the back porch for Halloween 2023.	The kids in their Halloween costumes trick-or-treating	Our Easter egg hunt in the backyard	Carving the Thanksgiving turkey	Before and after photos of the vegetable garden I built in the backyard. Project completed in May 2024.	Leo's 5th birthday party at the local park, with the dinosaur-themed cake, June 2023.	Painting the nursery light blue before the baby arrived, January 2024.	Liam's first steps in the living room, March 2022. He walked from the couch to me.
Show me the before and after of the kitchen	Photos of the kitchen renovation progress, showing the before and after of the cabinets we painted.	Photos of the new bathroom tiles	Building the deck in the backyard	A picture of the finished kitchen a year later	Watching the sunrise from the summit of Haleakalā in Maui during our anniversary trip, October 2021.	Our cat, Jasper, sleeping in a sunbeam on the living room rug. A quiet Sunday morning.	Video of Lily's first school play where she was a tree, December 2023.	Audio recording of Grandpa telling his famous story about moving to the city. Recorded on his 80th birthday.
photos from the trail last year	View from the top of Mount Beacon after a long hike with David and Emily, sunny day in Summer 2023.	beach day with David and Emily	ski trip last winter	photos from the bottom of Mount Beacon before the hike	Our cat, Mittens, curled up sleeping in a cardboard box on the living room floor.	The whole family around the dinner table for Thanksgiving, November 2023. Dad is carving the turkey.	Crossing the finish line at the New York City Marathon, November 5th, 2023. I was so exhausted but proud.	Baby Leo taking his first steps in the living room, March 2022.
Work team dinner from March last year	Team dinner at a steakhouse after we closed the big Project Phoenix deal. Downtown, March 2023.	The Project Phoenix kick-off meeting	Company holiday party 2023	Lunch with a client downtown	Before and after photos of me painting the guest bedroom from beige to a deep blue, Winter 2021.	The kids carving pumpkins on the back porch for Halloween last year.	Making homemade pasta with Grandma Rose in her kitchen on a Sunday afternoon.	Bridesmaid at Jessica and Tom's wedding in Napa Valley, June 2021. Beautiful outdoor ceremony.
me and grandma rose in her kitchen	Making homemade pasta with Grandma Rose in her kitchen on a Sunday afternoon.	Baking Christmas cookies with Mom	Grandma Rose's 80th birthday dinner	Eating at that Italian restaurant last week	My proposal to Alex on the beach in Maui at sunset, June 2022.	Me and Sarah watching the sunset over the Grand Canyon, Arizona trip, September 2022.	Me working on my pottery project, making a vase on the wheel in the community studio.	Celebrating our 10th wedding anniversary at 'The French Laundry', Napa Valley, June 2023.
